"ProblemID","RoundID","PS_Link","Contestants","Registrants","SuccessfulContestants","machine_learning","improve","target","data_type","data_external","task_type","submission_type","scoring_type","provisional_testing","system_vs_provisional","prize_nonmonetary","prize_threshold","data_volume","engagement_barrier","scoring_complexity","prize_pool","prize_extras","prize_number","prize_first","NumRounds","FirstSubmissionTime","Experience","ContestNoise"
10680,14080,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14080&pm=10680",12,12,11,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2609,0.13651133744234847
10680,14081,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14081&pm=10680",16,16,14,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2612,0.13651133744234847
10680,14082,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14082&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14083,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14083&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14084,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14084&pm=10680",1,2,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14085,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14085&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14086,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14086&pm=10680",4,4,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14087,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14087&pm=10680",1,1,0,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2598,0.13651133744234847
10680,14088,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14088&pm=10680",3,3,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14089,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14089&pm=10680",1,1,0,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2598,0.13651133744234847
10680,14090,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14090&pm=10680",3,3,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14091,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14091&pm=10680",2,2,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14094,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14094&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14096,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14096&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14097,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14097&pm=10680",3,3,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14098,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14098&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14099,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14099&pm=10680",1,1,0,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2598,0.13651133744234847
10680,14100,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14100&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14101,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14101&pm=10680",3,3,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14102,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14102&pm=10680",1,1,0,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2598,0.13651133744234847
10680,14103,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14103&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14106,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14106&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14107,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14107&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14109,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14109&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14110,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14110&pm=10680",2,2,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14111,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14111&pm=10680",3,3,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14112,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14112&pm=10680",3,3,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14114,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14114&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14115,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14115&pm=10680",3,3,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14116,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14116&pm=10680",3,3,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14117,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14117&pm=10680",2,2,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14118,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14118&pm=10680",4,4,4,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2602,0.13651133744234847
10680,14119,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14119&pm=10680",5,5,5,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2603,0.13651133744234847
10680,14120,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14120&pm=10680",2,2,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14121,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14121&pm=10680",3,4,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14122,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14122&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14124,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14124&pm=10680",1,1,1,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2599,0.13651133744234847
10680,14125,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14125&pm=10680",3,3,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14126,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14126&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14127,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14127&pm=10680",4,4,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14128,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14128&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14129,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14129&pm=10680",2,2,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14130,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14130&pm=10680",5,5,5,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2603,0.13651133744234847
10680,14131,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14131&pm=10680",5,5,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10680,14133,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14133&pm=10680",3,3,2,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2600,0.13651133744234847
10680,14134,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14134&pm=10680",4,4,3,"1-Yes","2-No","1-Quality","1-Regular","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,2.,2.,0.,0.,0.,0.,111,3466354204,2601,0.13651133744234847
10728,14195,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14195&pm=10728",168,281,148,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3471020117,1295,0.017743057511611423
10728,14196,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14196&pm=10728",75,96,64,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3471020117,1211,0.017743057511611423
10729,16702,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16702&pm=10729",136,137,121,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3668953547,2165,0.014627471977742253
10756,14207,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14207&pm=10756",29,39,21,"2-No","2-No","1-Quality","2-Image","2-No","4-Inference","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,3000.,0.,5.,1500.,2,3473005859,668,0.016159889048643825
10756,14209,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14209&pm=10756",61,157,44,"2-No","2-No","1-Quality","2-Image","2-No","4-Inference","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,3000.,0.,5.,1500.,2,3473005859,691,0.016159889048643825
10807,14208,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14208&pm=10807",30,66,23,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,3000.,0.,5.,1500.,2,3475432167,501,0.027724074077518538
10807,14210,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14210&pm=10807",61,188,39,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,3000.,0.,5.,1500.,2,3475432167,517,0.027724074077518538
10844,14226,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14226&pm=10844",375,615,287,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","2-TC preferred","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3478444781,2032,0.0536712927628507
10885,14227,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14227&pm=10885",312,504,295,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,1.,1.,0.,0.,0.,0.,1,3480256417,2515,0.00907109636896899
10918,14264,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14264&pm=10918",212,452,186,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3482073855,1284,0.013626373522075446
10942,14272,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14272&pm=10942",438,662,420,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3483278356,4109,0.029201184079175015
10942,14300,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14300&pm=10942",65,278,52,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3483278356,3741,0.029201184079175015
10967,16494,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16494&pm=10967",77,82,72,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,1.,1.,0.,0.,0.,0.,1,3653661998,904,0.025954940522057133
10989,14273,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14273&pm=10989",254,257,254,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3486302126,3894,0.010891379886793146
10989,14339,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14339&pm=10989",76,166,69,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3486302126,3709,0.010891379886793146
11016,14274,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14274&pm=11016",79,81,77,"2-No","2-No","2-Resource or Both","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3488729144,1823,0.13066172622229313
11016,14351,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14351&pm=11016",45,173,31,"2-No","2-No","2-Resource or Both","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3488729144,1777,0.13066172622229313
11122,14355,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14355&pm=11122",160,347,148,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3493563110,1161,0.007671963590972058
11123,14412,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14412&pm=11123",293,449,277,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3497188113,2064,0.01900726533371826
11140,14275,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14275&pm=11140",12,12,12,"2-No","2-No","1-Quality","0-No data","2-No","2-Strategy","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3495890946,281,0.068924791649861
11313,14481,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14481&pm=11313",139,493,112,"1-Yes","2-No","1-Quality","2-Image","2-No","5-Classification","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,10000.,0.,5.,5000.,1,3505228959,794,0.1938650568936272
11353,14495,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14495&pm=11353",147,335,128,"2-No","2-No","1-Quality","4-Text","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,1,3510409618,1055,0.011961698125424674
11367,14502,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14502&pm=11367",368,545,342,"2-No","2-No","1-Quality","2-Image","2-No","4-Inference","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3511704981,3947,0.007687953574300103
11367,14503,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14503&pm=11367",51,234,29,"2-No","2-No","1-Quality","2-Image","2-No","4-Inference","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3511704981,3634,0.007687953574300103
11441,14556,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14556&pm=11441",222,231,222,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3515937851,3786,0.028827152687064983
11441,14557,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14557&pm=11441",39,151,28,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3515937851,3592,0.028827152687064983
11457,14570,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14570&pm=11457",70,309,55,"1-Yes","2-No","1-Quality","2-Image","2-No","8-Detection","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,3.,2.,10000.,0.,5.,5000.,1,3517207126,574,0.14710936865382443
11481,14565,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14565&pm=11481",88,89,87,"2-No","2-No","1-Quality","0-No data","2-No","1-Exploration","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,2,3518356985,2062,0.04516133822884933
11481,14581,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14581&pm=11481",58,166,44,"2-No","2-No","1-Quality","0-No data","2-No","1-Exploration","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,2.,0.,0.,0.,0.,2,3518356985,2019,0.04516133822884933
11558,14632,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14632&pm=11558",12,12,12,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,3.,2.,0.,0.,0.,0.,1,3526036696,338,0.003437609106273386
11585,14672,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14672&pm=11585",254,497,227,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","2-Relative","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,1,3528465723,1731,0.023772087628002876
11734,15023,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15023&pm=11734",173,302,103,"2-No","2-No","2-Resource or Both","5-Other","2-No","3-Optimization","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",3.,3.,2.,10000.,0.,5.,5000.,1,3534872755,883,0.036705728632356105
11747,15034,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15034&pm=11747",234,411,196,"1-Yes","2-No","1-Quality","1-Regular","2-No","5-Classification","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,10000.,0.,5.,5000.,1,3536959148,1361,0.10309475759709277
11776,15038,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15038&pm=11776",256,323,184,"2-No","2-No","2-Resource or Both","3-Signal","2-No","3-Optimization","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,10000.,0.,5.,5000.,1,3537294223,1460,0.04031765921281702
11786,15078,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15078&pm=11786",75,107,66,"2-No","1-Yes","2-Resource or Both","4-Text","2-No","3-Optimization","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,10000.,0.,5.,5000.,1,3540739911,733,0.0047473680083358165
11806,15076,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15076&pm=11806",60,151,56,"1-Yes","2-No","1-Quality","5-Other","2-No","4-Inference","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,3.,2.,10000.,0.,5.,5000.,1,3540291916,420,0.01947297766560776
11816,15077,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15077&pm=11816",81,138,56,"2-No","2-No","1-Quality","3-Signal","2-No","3-Optimization","1-Code","1-Absolute","3-TC only","1-Similar","1-Yes","2-No",3.,3.,1.,7500.,2500.,5.,3750.,1,3540369084,707,0.11247503280215587
11824,15080,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15080&pm=11824",36,65,32,"1-Yes","1-Yes","1-Quality","1-Regular","2-No","5-Classification","1-Code","1-Absolute","2-TC preferred","1-Similar","2-No","2-No",2.,2.5,2.,1000.,0.,2.,700.,1,3540917123,402,0.0075737844857502856
11839,15087,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15087&pm=11839",27,251,18,"1-Yes","1-Yes","2-Resource or Both","2-Image","2-No","8-Detection","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",2.,3.,2.,10000.,0.,5.,5000.,1,3541811301,313,0.10945446676286555
11859,15099,"https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15099&pm=11859",148,358,126,"2-No","2-No","1-Quality","0-No data","2-No","3-Optimization","1-Code","1-Absolute","1-Shared","1-Similar","2-No","2-No",1.,2.,1.,0.,0.,0.,0.,2,3542551577,1775,0.030889437026673384
