"stratum","round_id","coder_id","handle","point_total","num_submissions","attended","system_point_total","placed","old_rating","new_rating","old_vol","new_vol","rated_ind","advanced","provisional_placed","num_ratings","contestants_above","contestants_below","contestants_equal","sys_pos_percentile","first_pos_sub_time","last_pos_sub_time","contest_num","newcomer","Number_of_positive_subm","Number_of_complexities","Complexity_First","Complexity_Last","Complexity_Mean"
"",13897,22663117,"neal_wu",94.75,31,"Y",952.25,8,1512,1646,228,327,1,"N",11,13,7,213,0,96.81818181818181,3454982673,3455672819,13,"False",30,30,53,150,101.5
"",13897,22663678,"licstar",88.31,17,"Y",885.44,48,1485,1522,188,180,1,"N",50,11,47,173,0,78.63636363636364,3454996786,3455068563,13,"False",17,17,27,54,37.64705882352941
"",13897,22667224,"defh",79.43,12,"Y",808.42,122,709,821,444,401,1,"N",124,3,120,100,0,45.45454545454545,3454996487,3456016891,2,"False",12,11,38,68,68.36363636363636
"",13897,22670866,"ValTrof",5.76,1,"Y",56.78,211,1106,973,249,298,1,"N",207,4,209,2,9,0.9478672985781991,3455759567,3455759567,3,"False",1,1,10,10,10.
"",13897,22672276,"Akim",77.8,2,"Y",780.62,131,1189,1166,301,250,1,"N",131,2,129,91,0,41.36363636363637,3455980313,3456056348,2,"False",2,2,105,44,74.5
"",13897,22673583,"ekurtoglu",84.41,2,"Y",844.68,97,1242,1256,442,392,1,"N",96,12,95,125,0,56.81818181818182,3455745005,3455793570,10,"False",2,2,55,57,56.
"",13897,22674904,"tanzaku",11.85,1,"Y",118.44,196,817,793,333,284,1,"N",195,4,194,26,0,11.818181818181818,3454897430,3454897430,3,"False",1,1,34,34,34.
"",13897,22676144,"yikunwood",28.72,2,"Y",284.19,185,1052,969,385,318,1,"N",184,2,183,37,0,16.818181818181817,3455679271,3455688106,2,"False",2,2,47,62,54.5
"",13897,22677097,"iarmaroc",89.97,13,"Y",899.6,38,1340,1441,261,286,1,"N",37,6,37,183,0,83.18181818181817,3455016722,3455978352,6,"False",13,13,247,200,181.76923076923077
"",13897,22678228,"jzd",85.39,24,"Y",856.27,80,1331,1381,385,307,1,"N",80,2,79,141,0,64.0909090909091,3454924726,3454939147,2,"False",24,24,1,8,9.958333333333334
"",13897,22682274,"chokudai",96,40,"Y",961.11,3,2210,2323,589,556,1,"N",1,6,2,218,0,99.0909090909091,3455383547,3456051343,6,"False",40,40,164,166,157.225
"",13897,22685656,"Mimino",95.34,4,"Y",957.39,4,1959,2040,222,257,1,"N",4,21,3,217,0,98.63636363636363,3455215208,3455861199,22,"False",4,4,84,144,129.
"",13897,22688153,"proinsight",72.01,4,"Y",720.97,141,1336,1240,385,324,1,"N",141,2,139,81,0,36.81818181818181,3454901413,3455595668,4,"False",4,4,21,82,56.25
"",13897,22688436,"foota",88.86,4,"Y",892.92,40,1416,1506,313,301,1,"N",45,3,39,181,0,82.27272727272728,3455125818,3455342913,4,"False",4,4,57,85,65.5
"",13897,22688588,"sxpz",81.2,3,"Y",813.53,119,1393,1326,385,312,1,"N",118,2,117,103,0,46.81818181818182,3455045103,3455111067,2,"False",3,3,52,93,66.66666666666667
"",13897,22691167,"romovpa",62.31,3,"Y",622.71,152,1362,1236,385,340,1,"N",150,2,150,70,0,31.818181818181817,3454905685,3454922706,2,"False",3,3,34,67,52.666666666666664
"",13897,22691285,"tmg_58",85.27,2,"Y",854.19,85,1291,1328,316,266,1,"N",84,3,84,136,0,61.81818181818181,3455013775,3455096105,3,"False",2,2,57,55,56.
"",13897,22691397,"meret",83.84,1,"Y",839.41,101,1548,1468,385,317,1,"N",101,2,99,121,0,55.00000000000001,3455293091,3455293091,2,"False",1,1,36,36,36.
"",13897,22692067,"linwe",77.95,1,"Y",779.7,132,798,866,378,337,1,"N",130,4,130,90,0,40.909090909090914,3455110709,3455110709,3,"False",1,1,70,70,70.
"",13897,22692323,"akleemans",72.61,1,"Y",722.97,139,1020,1033,238,205,1,"N",138,5,137,83,0,37.72727272727273,3456033675,3456033675,4,"False",1,1,61,61,61.
"",13897,22692931,"mdzfirst",20.27,18,"Y",198.6,189,1187,1096,280,289,1,"N",188,6,187,33,0,15.,3454886851,3455782548,8,"False",17,17,20,62,47.11764705882353
"",13897,22692969,"rng_58",88.18,10,"Y",883.29,52,1671,1667,298,252,1,"N",51,4,51,169,0,76.81818181818181,3454856764,3456053766,4,"False",10,10,13,59,51.2
"",13897,22694152,"rugila",85.37,1,"Y",855.17,81,1554,1535,239,216,1,"N",81,16,80,140,0,63.63636363636363,3455996324,3455996324,17,"False",1,1,55,55,55.
"",13897,22694931,"quimey",89.3,27,"Y",883.53,51,1799,1769,217,201,1,"N",40,14,50,170,0,77.27272727272727,3454884992,3456057305,17,"False",27,27,19,201,125.22222222222223
"",13897,22695007,"tobinf",5.97,1,"Y",56.72,221,898,789,464,429,1,"N",202,4,219,1,0,0.45454545454545453,3454912058,3454912058,3,"False",1,1,3,3,3.
"",13897,22696357,"nodchip",87.7,4,"Y",874.72,63,1241,1309,306,300,1,"N",58,11,62,158,0,71.81818181818181,3454883651,3455489062,15,"False",4,4,25,80,61.5
"",13897,22697339,"nevidomy",87.25,8,"Y",866.77,72,1029,1169,378,373,1,"N",63,3,71,149,0,67.72727272727272,3454916066,3454945508,2,"False",8,8,12,58,31.
"",13897,22697421,"sky58",83.76,4,"Y",838.59,102,1381,1350,385,303,1,"N",102,2,100,120,0,54.54545454545454,3455167519,3455717131,2,"False",4,4,12,27,19.5
"",13897,22706460,"feliped",88.99,4,"Y",889.71,42,1282,1402,333,340,1,"N",44,4,41,179,0,81.36363636363636,3455074437,3455883320,4,"False",4,4,31,150,90.25
"",13897,22707682,"ahmed_aly",90.19,63,"Y",903.51,33,852,1065,274,448,1,"N",35,7,32,188,0,85.45454545454545,3454851969,3455552112,6,"False",62,62,2,113,75.69354838709677
"",13897,22709139,"Nikkolloz",26.22,12,"Y",263.35,186,708,731,353,293,1,"N",185,3,184,36,0,16.363636363636363,3454953395,3455207828,1,"False",12,12,2,260,99.5
"",13897,22709558,"Koster2007",79.89,5,"Y",796.29,125,1000,1044,385,306,1,"N",122,2,123,97,0,44.09090909090909,3455985911,3456060259,1,"False",5,5,76,58,69.
"",13897,22714790,"xebro",5.74,1,"Y",56.43,222,1135,986,305,361,1,"N",218,5,220,0,0,0.,3454932165,3454932165,5,"False",1,1,38,38,38.
"",13897,22715204,"anoopsabir",77.73,3,"Y",777,133,890,932,231,221,1,"N",132,14,131,89,0,40.45454545454545,3455247343,3455438750,12,"False",3,3,14,35,28.
"",13897,22715386,"Nubick",77.98,1,"Y",780.7,130,1170,1158,312,268,1,"N",129,5,128,92,0,41.81818181818181,3454909380,3454909380,4,"False",1,1,42,42,42.
"",13897,22717415,"xiaowuc1",17.66,2,"Y",174.74,190,853,827,357,309,1,"N",190,5,188,32,0,14.545454545454545,3454961366,3455125929,5,"False",2,2,238,246,242.
"",13897,22718258,"[MinWoo]",30.64,2,"Y",307.69,184,1051,1004,260,237,1,"N",183,5,182,38,0,17.272727272727273,3455174759,3455442377,4,"False",2,2,37,88,62.5
"",13897,22718910,"tygrysek",83.71,9,"Y",838,105,613,785,254,347,1,"N",103,4,103,117,0,53.18181818181819,3454942507,3455894592,2,"False",9,9,39,66,55.666666666666664
"",13897,22719667,"mk17",82.73,4,"Y",827.8,113,1182,1194,385,301,1,"N",112,2,111,109,0,49.54545454545455,3455554825,3455974427,2,"False",4,4,47,54,51.
"",13897,22725594,"Horiuchi_H",31.95,1,"Y",320.05,181,912,901,346,302,1,"N",181,7,179,41,0,18.636363636363637,3455588648,3455588648,5,"False",1,1,116,116,116.
"",13897,22727392,"MasterLuo",87.2,59,"Y",870.97,66,"",1429,"",385,1,"N",65,1,65,155,0,70.45454545454545,3454980178,3455261803,2,"False",59,59,33,48,35.94915254237288
"",13897,22727735,"ika",95.24,7,"Y",951.32,13,2317,2299,347,314,1,"N",6,13,12,208,0,94.54545454545455,3455376869,3455787374,13,"False",7,7,136,57,116.14285714285714
"",13897,22728538,"ctqy",31.27,13,"Y",314.54,183,912,882,385,303,1,"N",182,2,181,39,0,17.727272727272727,3454998265,3455079086,2,"False",13,13,25,44,33.76923076923077
"",13897,22738855,"AnhDQ",5.76,3,"Y",56.78,211,1095,944,361,370,1,"N",207,2,209,2,9,0.9478672985781991,3454886500,3454888588,1,"False",3,3,3,5,4.
"",13897,22739971,"imazato",95.92,66,"Y",961.25,2,1555,1837,460,592,1,"N",2,4,1,219,0,99.54545454545455,3454932049,3456060681,4,"False",66,66,30,133,123.68181818181819
"",13897,22744421,"tomerun",94.25,7,"Y",952.21,9,1921,1993,387,363,1,"N",15,7,8,212,0,96.36363636363636,3455769815,3456061107,7,"False",7,7,162,179,193.
"",13897,22745656,"aftershock",5.76,1,"Y",56.78,211,902,779,385,338,1,"N",207,2,209,2,9,0.9478672985781991,3455003645,3455003645,1,"False",1,1,4,4,4.
"",13897,22748650,"marco.fago",92.47,9,"Y",930.33,21,1620,1693,296,289,1,"N",23,7,20,200,0,90.9090909090909,3455884304,3456059522,7,"False",9,9,82,82,82.
"",13897,22751611,"schiaravalli",84.9,1,"Y",849.84,90,1234,1266,315,276,1,"N",89,5,89,131,0,59.54545454545455,3455904962,3455904962,5,"False",1,1,201,201,201.
"",13897,22754542,"Heappl",84.69,1,"Y",848.96,92,1289,1309,468,387,1,"N",92,3,91,129,0,58.63636363636363,3455179798,3455179798,3,"False",1,1,74,74,74.
"",13897,22754587,"Eugene001",87.56,4,"Y",879.17,56,1605,1604,266,232,1,"N",62,7,55,165,0,75.,3455210120,3455733680,7,"False",4,4,59,121,91.5
"",13897,22755776,"yoshibo-",87.05,3,"Y",868.33,69,1292,1360,358,321,1,"N",67,4,68,152,0,69.0909090909091,3455538386,3455684932,4,"False",3,3,35,102,64.66666666666667
"",13897,22765808,"rrr_guru",19.99,1,"Y",201.45,188,945,909,260,227,1,"N",189,4,186,34,0,15.454545454545453,3455037503,3455037503,6,"False",1,1,32,32,32.
"",13897,22771080,"atsushi071a",43.15,1,"Y",431.88,176,1315,1224,286,297,1,"N",174,7,174,46,0,20.909090909090907,3455806263,3455806263,7,"False",1,1,89,89,89.
"",13897,22771489,"kit1980",86.11,7,"Y",859.77,76,1694,1654,315,278,1,"N",74,5,75,145,0,65.9090909090909,3454861274,3456060549,6,"False",7,7,2,144,160.57142857142858
"",13897,22773840,"Ram-Li-Czech",85.18,4,"Y",852.8,87,1296,1320,249,217,1,"N",85,5,86,134,0,60.909090909090914,3455537428,3455642964,5,"False",4,4,101,128,138.25
"",13897,22776155,"JulieC",12.44,5,"Y",124.9,194,972,900,405,350,1,"N",194,2,192,28,0,12.727272727272727,3454919099,3455018399,1,"False",3,3,2,72,50.
"",13897,22782168,"mastermark",49.45,9,"Y",505.1,171,1094,1026,385,312,1,"N",170,2,169,51,0,23.18181818181818,3455338062,3455487636,2,"False",9,9,7,75,64.11111111111111
"",13923,311053,"ThAlb",2046.11,5,"Y",20558.55,94,1289,1159,268,306,1,"N",94,4,93,16,0,14.678899082568808,3458238132,3458408014,4,"False",5,5,78,124,104.2
"",13923,7504117,"beepbop",2766.55,10,"Y",27464.09,54,931,1035,374,344,1,"N",45,3,53,56,0,51.37614678899083,3458179457,3458472605,3,"False",10,10,124,231,193.
"",13923,10039742,"AnonnymousT",2774.84,44,"Y",27669.21,4,1438,1594,346,437,1,"N",3,19,3,106,0,97.24770642201835,3457303987,3458407347,21,"False",44,44,99,268,278.95454545454544
"",13923,10616830,"vllbs",1287.68,3,"Y",13214.43,101,1019,892,385,340,1,"N",101,2,100,9,0,8.256880733944955,3457733014,3457795420,3,"False",2,2,81,95,88.
"",13923,14822038,"Nikaustr",2747.46,5,"Y",27476.28,53,1618,1572,308,288,1,"N",63,14,52,57,0,52.293577981651374,3457956900,3458329229,15,"False",5,5,103,103,110.8
"",13923,15417868,"GKar",2516.61,3,"Y",25453.76,78,811,870,385,310,1,"N",79,2,77,32,0,29.357798165137616,3457744520,3458469471,1,"False",3,3,67,78,73.66666666666667
"",13923,15589687,"kino",2361.91,2,"Y",23797.39,83,1259,1173,304,280,1,"N",83,3,82,27,0,24.770642201834864,3458424058,3458439113,6,"False",2,2,93,95,94.
"",13923,15881985,"pashka",2772.33,15,"Y",27655.84,16,1710,1757,405,356,1,"N",21,5,15,94,0,86.23853211009175,3457422557,3458475856,5,"False",15,15,30,35,44.
"",13923,20112552,"LOY",2773.87,29,"Y",27665.75,7,1507,1699,415,442,1,"N",9,3,6,103,0,94.4954128440367,3457778898,3457934484,3,"False",29,29,51,157,122.3103448275862
"",13923,21121571,"stevetrov",2767.5,5,"Y",27625.6,34,1731,1708,238,217,1,"N",44,17,33,76,0,69.72477064220183,3457888346,3458318634,23,"False",5,5,98,170,143.
"",13923,21393997,"bbharath",2564.96,10,"Y",25655.15,76,1205,1149,385,309,1,"N",77,2,75,34,0,31.19266055045872,3457425323,3458303995,2,"False",10,10,141,228,176.4
"",13923,22070025,"ElEspada",2712.47,5,"Y",27349.09,61,1209,1216,419,369,1,"N",69,9,60,49,0,44.95412844036697,3458302129,3458345031,9,"False",5,5,151,157,154.6
"",13923,22074760,"Rizvanov_de_xXx",2750.61,2,"Y",27482.01,52,1334,1343,441,385,1,"N",59,7,51,58,0,53.21100917431193,3458014220,3458480263,8,"False",2,2,49,65,57.
"",13923,22221928,"UdH-WiNGeR",2769.12,67,"Y",27630.84,31,1659,1674,432,375,1,"N",41,6,30,79,0,72.47706422018348,3457864124,3458047695,6,"False",67,67,95,137,126.71641791044776
"",13923,22376958,"espr1t",2749.66,5,"Y",27024.21,68,1375,1317,304,273,1,"N",61,4,67,42,0,38.53211009174312,3458152845,3458401133,4,"False",5,5,88,207,181.8
"",13923,22647150,"MaxBuzz",2773.28,26,"Y",27662.04,9,1695,1788,358,344,1,"N",11,5,8,101,0,92.66055045871559,3457632507,3458297280,5,"False",26,26,60,98,84.07692307692308
"",13923,22651514,"bendlund",2773.83,22,"Y",27662.51,8,1465,1691,385,413,1,"N",10,2,7,102,0,93.57798165137615,3457377089,3458463011,2,"False",22,22,60,203,149.36363636363637
"",13923,22653660,"ferr",2769.52,10,"Y",27539.59,43,1433,1456,385,302,1,"N",36,2,42,67,0,61.46788990825688,3457338407,3457657849,3,"False",10,10,138,160,148.6
"",13923,22655195,"Orfest",2688.07,1,"Y",26817.19,72,1118,1107,385,301,1,"N",72,2,71,38,0,34.862385321100916,3457795034,3457795034,2,"False",1,1,137,137,137.
"",13923,22660579,"vitas",2750.19,27,"Y",27460.59,55,1217,1249,385,303,1,"N",60,2,54,55,0,50.45871559633027,3457859151,3458295593,2,"False",26,26,56,119,86.92307692307692
"",13923,22664154,"EmK",2775.35,11,"Y",27673,1,2339,2400,285,285,1,"N",1,15,0,109,0,100.,3458173343,3458453447,15,"False",11,11,370,309,350.
"",13923,22681868,"mukel",2772.44,3,"Y",27653.5,18,1583,1679,385,324,1,"N",18,2,17,92,0,84.40366972477065,3458322682,3458478533,2,"False",3,3,99,100,99.66666666666667
"",13923,22686590,"Ramzes2",2682.89,8,"Y",26181.65,74,1294,1223,385,314,1,"N",73,2,73,36,0,33.02752293577982,3458117296,3458446898,2,"False",8,8,91,119,103.625
"",13923,22686636,"Laise",2383.05,1,"Y",22810.81,88,1280,1146,385,344,1,"N",82,2,87,22,0,20.18348623853211,3458312710,3458312710,2,"False",1,1,66,66,66.
"",13923,22688436,"foota",2769.5,4,"Y",27625.64,33,1506,1536,301,263,1,"N",37,4,32,77,0,70.64220183486239,3457965743,3458035230,5,"False",4,4,223,214,220.75
"",13923,22692931,"mdzfirst",2770.66,11,"Y",27647.71,23,1096,1240,289,359,1,"N",33,7,22,87,0,79.81651376146789,3457281790,3458476078,9,"False",11,11,63,89,84.18181818181819
"",13923,22703486,"zentropy",562.1,1,"Y",5516.43,103,938,824,385,333,1,"N",104,2,102,7,0,6.422018348623854,3458468490,3458468490,2,"False",1,1,89,89,89.
"",13923,22706183,"jesdes",2756.65,7,"Y",27540.1,42,1083,1176,185,231,1,"N",53,7,41,68,0,62.38532110091744,3457536288,3458383140,7,"False",7,7,129,107,136.28571428571428
"",13923,22709558,"Koster2007",2326.46,7,"Y",23724.46,84,1044,1011,306,257,1,"N",85,3,83,26,0,23.853211009174313,3458393388,3458478984,2,"False",7,7,174,217,200.42857142857142
"",13923,22715758,"michee",2772.42,13,"Y",27520.5,45,998,1115,408,377,1,"N",19,3,44,65,0,59.63302752293578,3457646932,3458478653,4,"False",13,13,82,284,174.53846153846155
"",13923,22718910,"tygrysek",2772.42,17,"Y",27656.38,15,785,1032,347,509,1,"N",19,5,14,95,0,87.1559633027523,3457713230,3458392067,3,"False",17,17,110,209,177.23529411764707
"",13923,22720177,"fish_ball",2772.85,63,"Y",27659.35,11,870,1235,385,547,1,"N",14,2,10,99,0,90.82568807339449,3458005762,3458299244,2,"False",62,62,94,134,117.70967741935483
"",13923,22735069,"bishu0720",2719.72,1,"Y",27217.28,64,846,953,385,329,1,"N",65,2,63,46,0,42.201834862385326,3458305204,3458305204,1,"False",1,1,187,187,187.
"",13923,22736073,"AxMan",570.07,1,"Y",5301.48,104,1281,1091,322,383,1,"N",103,3,103,6,0,5.5045871559633035,3458469508,3458469508,3,"False",1,1,119,119,119.
"",13923,22736320,"ivankst",2771.66,39,"Y",27502.99,48,1535,1510,385,302,1,"N",27,2,47,62,0,56.88073394495413,3457695114,3458461946,2,"False",39,39,132,143,122.74358974358974
"",13923,22736823,"Proud2BACoug",2716.24,7,"Y",27361.75,58,1029,1074,335,306,1,"N",67,9,57,52,0,47.706422018348626,3457350029,3458475562,9,"False",7,7,72,164,110.42857142857143
"",13923,22739250,"ovfm",2772.52,38,"Y",27548.38,41,1621,1599,385,302,1,"N",16,2,40,69,0,63.30275229357798,3457613541,3458323560,2,"False",38,38,114,141,124.1842105263158
"",13923,22739971,"imazato",2775.02,32,"Y",27669.24,3,1837,2009,592,583,1,"N",2,5,2,107,0,98.1651376146789,3457823641,3458478382,5,"False",32,32,155,395,288.15625
"",13923,22745913,"harri",305.58,2,"Y",3313.17,105,1028,912,289,306,1,"N",105,3,104,5,0,4.587155963302752,3457873576,3457934356,5,"False",2,2,3,3,3.
"",13923,22751611,"schiaravalli",2097.23,3,"Y",21992.31,89,1266,1179,276,283,1,"N",89,6,88,21,0,19.26605504587156,3458455323,3458470685,6,"False",3,3,232,241,238.
"",13923,22754542,"Heappl",2770.43,2,"Y",27645.32,25,1309,1421,387,372,1,"N",35,4,24,85,0,77.98165137614679,3458203395,3458210775,4,"False",2,2,138,138,138.
"",13923,22763180,"yayamao",2755.84,2,"Y",27485.73,50,1006,1131,385,339,1,"N",54,2,49,60,0,55.04587155963303,3458438203,3458439153,2,"False",2,2,77,77,77.
"",13923,22767403,"ajay.chawda",2713.66,10,"Y",27050.19,67,1178,1166,385,301,1,"N",68,2,66,43,0,39.44954128440367,3457685160,3458265381,2,"False",10,10,86,200,145.5
"",13923,22774754,"PKBHADKOLIYA",29.23,3,"Y",308.34,108,1278,1064,309,402,1,"N",108,2,107,2,0,1.834862385321101,3458464909,3458465807,2,"False",2,2,79,79,79.
"",13923,22781940,"sdya",2772.5,62,"Y",27658.28,13,1506,1654,385,353,1,"N",17,2,12,97,0,88.9908256880734,3457888779,3458306232,2,"False",62,62,192,302,266.741935483871
"",13923,22782168,"mastermark",2769.4,6,"Y",27615.21,37,1026,1178,312,339,1,"N",40,3,36,73,0,66.97247706422019,3457670234,3458017748,3,"False",6,6,129,156,138.83333333333334
"",13923,22821353,"yu2008fu",2016.05,14,"Y",22883.03,86,1214,1108,385,329,1,"N",95,2,85,24,0,22.018348623853214,3458045104,3458473310,2,"False",14,14,241,269,250.
"",13923,22826393,"b_wind",26.02,1,"Y",289.9,109,1211,952,385,442,1,"N",109,2,108,1,0,0.9174311926605505,3457507250,3457507250,2,"False",1,1,106,106,106.
"",13923,22827377,"dromit",2754.76,33,"Y",27406.1,57,1601,1506,385,323,1,"N",56,2,56,53,0,48.62385321100918,3457850391,3458323193,2,"False",33,33,232,365,353.75757575757575
"",13923,22827396,"bhaskarkhadka",2078.12,4,"Y",20651.1,92,1252,1094,385,360,1,"N",91,2,91,18,0,16.51376146788991,3457730887,3458410175,2,"False",4,4,152,213,194.
"",13923,22827870,"luizrrodrigues",1500.24,9,"Y",16519.6,100,1422,1183,385,424,1,"N",100,2,99,10,0,9.174311926605505,3457655686,3458372025,2,"False",9,9,130,142,143.55555555555554
"",13923,22827914,"int512",2753.69,15,"Y",27485.41,51,1460,1441,385,302,1,"N",57,2,50,59,0,54.12844036697248,3457458116,3457862007,2,"False",15,15,168,154,156.06666666666666
"",13923,22827949,"bladray2",2769.48,8,"Y",27637.41,29,1444,1534,385,321,1,"N",38,2,28,81,0,74.31192660550458,3457745640,3457855200,2,"False",8,8,117,130,126.75
"",13923,22828354,"rlemesle",2707.86,31,"Y",27316.48,62,1561,1461,385,326,1,"N",70,2,61,48,0,44.03669724770643,3457293728,3458478408,2,"False",31,31,122,389,338.5806451612903
"",13923,22828432,"Loutremaline",2773.04,16,"Y",27659.31,12,1089,1375,385,467,1,"N",12,2,11,98,0,89.90825688073394,3457943484,3458459743,2,"False",16,16,189,230,223.0625
"",13923,22828546,"VincentL",2587.01,1,"Y",24131.58,81,971,967,385,301,1,"N",76,2,80,29,0,26.605504587155966,3458216303,3458216303,2,"False",1,1,89,89,89.
"",13964,138663,"Sord",25895.08,3,"Y",78180.1,131,1521,1415,274,307,1,"N",130,9,130,59,0,31.216931216931215,3463938911,3464486592,10,"False",3,3,39,121,91.
"",13964,154648,"dana",20801.45,1,"Y",60618.14,149,1321,1244,305,313,1,"N",145,21,148,41,0,21.693121693121693,3463670780,3463670780,29,"False",1,1,31,31,31.
"",13964,265711,"amjacobs",34012.23,6,"Y",97217.28,97,1177,1185,385,301,1,"N",86,2,96,93,0,49.2063492063492,3464112248,3464356224,4,"False",6,6,25,128,55.333333333333336
"",13964,269694,"nnahas",31350.78,13,"Y",93218.6,106,1212,1193,303,251,1,"N",101,2,105,84,0,44.44444444444444,3463681655,3464605287,3,"False",13,13,10,125,110.92307692307692
"",13964,282718,"Rustyoldman",38350.14,8,"Y",113165.42,55,1704,1679,354,320,1,"N",52,21,54,135,0,71.42857142857143,3463621476,3464608526,33,"False",8,8,121,287,209.375
"",13964,8349001,"belzebub",28215.26,6,"Y",83311.77,124,981,994,292,258,1,"N",121,9,123,66,0,34.92063492063492,3464482481,3464553368,8,"False",6,6,26,44,35.5
"",13964,8352543,"kuritzky",11638.41,4,"Y",34915.24,166,0,1013,0,385,1,"N",164,1,165,24,0,12.698412698412698,3463526728,3464614524,2,"False",3,3,267,45,193.
"",13964,10171804,"artak_petrosyan",38911.78,3,"Y",113398.96,54,1283,1358,341,302,1,"N",46,1,53,136,0,71.95767195767195,3464307749,3464392196,2,"False",3,3,156,157,161.33333333333334
"",13964,11825264,"BeachedWhale",26907.84,9,"Y",84256.56,122,786,842,349,317,1,"N",127,6,121,68,0,35.978835978835974,3463677170,3463901185,7,"False",9,9,8,79,49.22222222222222
"",13964,13325690,"Patrik",35677.84,2,"Y",110898.72,61,1172,1248,307,286,1,"N",74,4,60,129,0,68.25396825396825,3463700847,3463708795,4,"False",2,2,53,65,59.
"",13964,13358674,"amiune",30556.33,1,"Y",97432.2,96,1384,1352,208,196,1,"N",108,19,95,94,0,49.735449735449734,3464364803,3464364803,24,"False",1,1,31,31,31.
"",13964,14822038,"Nikaustr",28296.66,3,"Y",90626.6,112,1572,1486,288,305,1,"N",120,15,111,78,0,41.269841269841265,3463610772,3463953460,16,"False",3,3,36,50,42.666666666666664
"",13964,15391415,"winterflame",797.92,9,"Y",5183.61,184,657,645,289,251,1,"N",182,6,183,6,0,3.1746031746031744,3463528472,3464210371,4,"False",7,7,27,27,27.
"",13964,15580072,"Mloody2000",23828.18,1,"Y",69012.71,141,1825,1669,209,364,1,"N",138,22,140,49,0,25.925925925925924,3463605709,3463605709,25,"False",1,1,29,29,29.
"",13964,15927969,"anothermat",45629.87,36,"Y",135007.89,3,1828,1946,240,315,1,"N",3,17,2,187,0,98.94179894179894,3463551385,3464603250,17,"False",36,36,65,222,208.69444444444446
"",13964,16032673,"neaorin",40598.27,10,"Y",120619.71,33,0,1548,0,385,1,"N",28,1,32,157,0,83.06878306878306,3463726843,3464172758,2,"False",10,10,39,101,92.7
"",13964,16058913,"siara",40282.44,6,"Y",118503.87,40,1529,1561,341,311,1,"N",36,19,39,150,0,79.36507936507937,3463422134,3464546831,20,"False",6,6,66,79,74.66666666666667
"",13964,19740398,"TrePe",40523.11,8,"Y",119570.25,37,1649,1662,261,234,1,"N",30,17,36,153,0,80.95238095238095,3463425396,3464610104,17,"False",8,8,29,81,62.75
"",13964,20112552,"LOY",29668.47,3,"Y",90069.3,114,1699,1563,442,431,1,"N",115,4,113,76,0,40.21164021164021,3464390096,3464406658,7,"False",3,3,35,66,55.666666666666664
"",13964,20153785,"Fory",28811.95,1,"Y",89550.03,115,1679,1578,308,343,1,"N",118,27,114,75,0,39.682539682539684,3464230676,3464230676,38,"False",1,1,48,48,48.
"",13964,20167724,"bondoc73",5777.42,1,"Y",20040.41,173,982,902,343,306,1,"N",170,3,172,17,0,8.994708994708994,3463804684,3463804684,4,"False",1,1,45,45,45.
"",13964,20283608,"jfguo",40345.8,7,"Y",126606.5,22,1353,1460,304,335,1,"N",35,11,21,168,0,88.88888888888889,3463630992,3463892470,23,"False",7,7,37,57,51.57142857142857
"",13964,20701906,"Johan.de.Ruiter",8890.04,2,"Y",34910.41,167,1273,1171,530,500,1,"N",168,9,166,23,0,12.16931216931217,3463427546,3463434749,10,"False",2,2,23,23,23.
"",13964,20771416,"alex_kasycky",39893.53,5,"Y",120238.15,35,1510,1559,376,348,1,"N",39,17,34,155,0,82.01058201058201,3463508727,3463741355,21,"False",5,5,108,130,114.
"",13964,20785040,"chtomek",37913.37,12,"Y",113563.44,52,1181,1289,463,413,1,"N",59,3,51,138,0,73.01587301587301,3463858517,3464501916,3,"False",11,11,57,216,172.8181818181818
"",13964,21162075,"cwilkes",22202.72,4,"Y",62937.09,146,1166,1117,321,295,1,"N",142,8,145,44,0,23.28042328042328,3463700870,3464299410,9,"False",4,4,86,226,188.75
"",13964,21179827,"brev",37171.02,9,"Y",109313.85,65,1288,1313,249,226,1,"N",63,14,64,125,0,66.13756613756614,3464244947,3464614749,18,"False",9,9,61,142,103.33333333333333
"",13964,21913678,"TheRaven",32335.94,2,"Y",98339.58,94,2088,1962,436,468,1,"N",94,14,93,96,0,50.79365079365079,3463456447,3463537810,14,"False",2,2,43,70,56.5
"",13964,22051338,"AS1_PML30",43276.85,7,"Y",127892.84,16,1668,1737,256,257,1,"N",16,9,15,174,0,92.06349206349206,3463752049,3464270898,10,"False",7,7,66,105,91.57142857142857
"",13964,22074907,"Gribok",45318.22,45,"Y",132969.01,6,1985,2060,305,304,1,"N",6,11,5,184,0,97.35449735449735,3463508016,3464612835,14,"False",45,45,81,123,131.8
"",13964,22631091,"peria",16833.58,3,"Y",58902.54,154,864,861,337,278,1,"N",155,3,153,36,0,19.047619047619047,3463986780,3464060976,3,"False",3,3,23,43,36.
"",13964,22635428,"tstan436",38791.75,3,"Y",112933.3,56,1356,1384,228,211,1,"N",48,19,55,134,0,70.8994708994709,3464116740,3464460519,17,"False",3,3,164,186,179.66666666666666
"",13964,22657054,"tingyifang",34693.33,9,"Y",108518.37,69,1133,1219,385,319,1,"N",82,2,68,121,0,64.02116402116403,3463741298,3464589595,2,"False",9,9,22,160,77.88888888888889
"",13964,22658317,"hr0nix",29530.06,3,"Y",91545.94,110,1192,1166,385,302,1,"N",117,2,109,80,0,42.32804232804233,3464543764,3464599438,3,"False",3,3,78,86,84.33333333333333
